,Unnamed: 0,id,alias,name,is_closed,phone,address1,address2,address3,city,zip_code,country,state,display_address,latitude,longitude
23,23,2xp1fji-hW9Mp0a0lKC2fg,hospice;retirement_homes,Stanwood,False,13606293445,7212 265th St NW,,,Stanwood,98292,US,WA,"['7212 265th St NW', 'Stanwood, WA 98292']",48.2368774,-122.33068850000001
24,24,rLQRkCFXd0Ya9ccfR_RRsw,retirement_homes,Creekside Continuing Care Community,False,13607555550,400 Gilkey Rd,,,Burlington,98233,US,WA,"['400 Gilkey Rd', 'Burlington, WA 98233']",48.46393,-122.32893
25,25,85X6VmoUyJPsVoCLeZzKQQ,retirement_homes,Birchview Memory Care,False,13604194077,925 Dunlop Ave,,,Sedro Woolley,98284,US,WA,"['925 Dunlop Ave', 'Sedro Woolley, WA 98284']",48.4931859,-122.2248815
26,26,Es0sFjuH9OZkJ6Pa8sp65w,retirement_homes,Leeside Manor,False,13604038195,22803 19th Dr NE,,,Arlington,98223,US,WA,"['22803 19th Dr NE', 'Arlington, WA 98223']",48.2027587890625,-122.20090484619101
27,27,bJWKOatUHEruA48QoduopA,retirement_homes,Regency Care Center,False,13602550939,620 Hazel St,,,Arlington,98223,US,WA,"['620 Hazel St', 'Arlington, WA 98223']",48.1983321,-122.1295688
29,29,jUzpQIMPgdqRwrDu_mpsvg,retirement_homes,Revel Lacey,False,13602262763,211 Hoh St SE,,,Lacey,98516,US,WA,"['211 Hoh St SE', 'Lacey, WA 98516']",47.05737,-122.75527
30,30,f5P0fFeRt5_1hXbPLMnodw,retirement_homes;nonprofit,Panorama,False,13604560111,1751 Circle Ln SE,,,Lacey,98503,US,WA,"['1751 Circle Ln SE', 'Lacey, WA 98503']",47.031094,-122.83191599999999
31,31,pBTCB-H3KVls-evYe29XCg,rehabilitation_center;retirement_homes,Olympia Transitional Care and Rehabilitation,False,13604919700,430 Lilly Rd NE,,,Olympia,98506,US,WA,"['430 Lilly Rd NE', 'Olympia, WA 98506']",47.05314,-122.84175
32,32,WLW9tzSjhVWu4Vq0v36ebA,retirement_homes,Capital Place,False,13607630937,700 Black Lake Blvd SW,,,Olympia,98502,US,WA,"['700 Black Lake Blvd SW', 'Olympia, WA 98502']",47.041329,-122.929146
33,33,4DH06IG5POUdwND23WOjig,retirement_homes,Stillwaters Colonial Residence,False,13607361551,2700 Colonial Dr,,,Centralia,98531,US,WA,"['2700 Colonial Dr', 'Centralia, WA 98531']",46.710296630859396,-122.998634338379
34,34,E7LihX8oucEmPpuXfPUR_A,retirement_homes,Kensington Gardens,False,12538587588,3804 Olson Dr NW,,,Gig Harbor,98335,US,WA,"['3804 Olson Dr NW', 'Gig Harbor, WA 98335']",47.292817,-122.596704
35,35,Bf8y25pG0ebo5mtvQ-jcnA,rehabilitation_center;retirement_homes,ManorCare Health Services-Tacoma,False,12534748421,5601 S Orchard St,,,Tacoma,98409,US,WA,"['5601 S Orchard St', 'Tacoma, WA 98409']",47.205659999999995,-122.50399999999999
36,36,yaxZka4fJxSBt_RrQn6X_g,retirement_homes,Brooks Blessings - West Olympia,False,13607904779,1627 12th Ave SW,,,Olympia,98502,US,WA,"['1627 12th Ave SW', 'Olympia, WA 98502']",47.036840000000005,-122.92283
38,38,PlvHjEkDq0oSZR8ssS9olg,retirement_homes,Prestige Care,False,13607369384,917 S Scheuber Rd,,,Centralia,98531,US,WA,"['917 S Scheuber Rd', 'Centralia, WA 98531']",46.71148,-122.98833
39,39,xrdY_S5GhmveX89l6X2xVw,retirement_homes,Harbor Place At Cottesmore,False,12538533354,1016 29th St NW,,,Gig Harbor,98335,US,WA,"['1016 29th St NW', 'Gig Harbor, WA 98335']",47.284952720011,-122.55473275321998
40,40,tUBIOyYejlFJmOlUcC7YRw,retirement_homes;rehabilitation_center,Fir Lane Health & Rehabilitation Center,False,13604261651,2430 N 13th St,,,Shelton,98584,US,WA,"['2430 N 13th St', 'Shelton, WA 98584']",47.23072,-123.11084
41,41,mncRY_oYpszoP1r4fkJHXQ,retirement_homes,Olympic Alzheimer's Residence,False,12538515306,3025 14th Ave NW,,,Gig Harbor,98335,US,WA,"['3025 14th Ave NW', 'Gig Harbor, WA 98335']",47.286052000000005,-122.55668700000001
44,44,iWyNk24vuQlaBjkJkxlbbg,retirement_homes,Tacoma Lutheran Retirement Community,False,12537527112,1301 N Highlands Pkwy,,,Tacoma,98406,US,WA,"['1301 N Highlands Pkwy', 'Tacoma, WA 98406']",47.263166,-122.52079099999999
45,45,t9k3MXTQdTwcfp-uUbz8jw,retirement_homes;rehabilitation_center,ManorCare Health Services-Lacey,False,13604919890,4524 Intelco Loop SE,,,Lacey,98503,US,WA,"['4524 Intelco Loop SE', 'Lacey, WA 98503']",46.99815,-122.83255
47,47,kaFxVEWROU7xeXFS7FdQhg,retirement_homes,A Better Place,False,12533817098,629 21st St SE,,,Puyallup,98372,US,WA,"['629 21st St SE', 'Puyallup, WA 98372']",47.185809899999995,-122.26418000000001
49,49,857R1u2EZuaJhvteTFkQSg,retirement_homes,Arcadia Health Care,False,12538631834,823 W Main St,Ste J,,Sumner,98390,US,WA,"['823 W Main St', 'Ste J', 'Sumner, WA 98390']",47.2030355,-122.2453064
50,50,6kEttFEGhIjsTT8W6vQzcg,retirement_homes,Willow Gardens,False,12537990741,4502 6th St SE,,,Puyallup,98374,US,WA,"['4502 6th St SE', 'Puyallup, WA 98374']",47.149371837853295,-122.28579374961599
52,52,f8oZsirbrIEPH-Odx-kT9A,retirement_homes;apartments,Alder Ridge Senior Apartments,False,12538785665,2800 Alder St,,,Milton,98354,US,WA,"['2800 Alder St', 'Milton, WA 98354']",47.2573749,-122.2982884
53,53,ElgasECv3gDrV9R6FW1_yQ,retirement_homes,Assisted Living Alternatives,False,12539522052,708 27th Ave,,,Milton,98354,US,WA,"['708 27th Ave', 'Milton, WA 98354']",47.25176,-122.29876000000002
54,54,5LXpzUbxr3psTE1jJXFkOg,retirement_homes,Cascade Park Communities,False,12536273833,242 St Helens Ave,,,Tacoma,98402,US,WA,"['242 St Helens Ave', 'Tacoma, WA 98402']",47.2608032226562,-122.44525146484399
56,56,5dEL7W9o_mF1wvopc_Zn8g,retirement_homes;apartments,Peninsula,False,12533588524,3445 50th Street Ct NW,,,Gig Harbor,98335,US,WA,"['3445 50th Street Ct NW', 'Gig Harbor, WA 98335']",47.304608910782,-122.58533924818
58,58,mhkGCINk9wmOVo1qRjwNjw,retirement_homes,Village Green Retirement Campus,False,12538383700,35419 1st Ave S,,,Federal Way,98003,US,WA,"['35419 1st Ave S', 'Federal Way, WA 98003']",47.284459999999996,-122.33583999999999
59,59,EtopA7o7WnwSDgnJaNSvHA,retirement_homes,Chateau At Valley Center,False,14252516677,4450 Davis Ave S,,,Renton,98055,US,WA,"['4450 Davis Ave S', 'Renton, WA 98055']",47.439409999999995,-122.21538999999999
60,60,HoyX0BeM0vU7lUprBYN5Hg,homehealthcare;retirement_homes;seniorcenters,Concierge Care Advisors,False,18554447364,2608 2nd Ave,Ste 224,,Seattle,98121,US,WA,"['2608 2nd Ave', 'Ste 224', 'Seattle, WA 98121']",47.616094399999994,-122.3491053
62,62,RoIxNGnjbE2DjrCLpiq9ug,retirement_homes,Franke Tobey Jones,False,12537526621,5340 N Bristol St,,,Tacoma,98407,US,WA,"['5340 N Bristol St', 'Tacoma, WA 98407']",47.3004,-122.52225
63,63,X0IA5dnQLTNNOcGdOy0j9A,retirement_homes,McGee's Guest Home,False,12538472292,21520 82nd Ave E,,,Spanaway,98387,US,WA,"['21520 82nd Ave E', 'Spanaway, WA 98387']",47.06062,-122.32208999999999
64,64,MX1VFFjjuJfN2mTXxt6Iaw,retirement_homes,Folks At Home,False,13607405391,101 Linda Vista Rd,,,Chehalis,98532,US,WA,"['101 Linda Vista Rd', 'Chehalis, WA 98532']",46.624393463134794,-122.89441680908199
65,65,m36vxOCm9Q6V2BMNmwdb9w,retirement_homes;rehabilitation_center,ManorCare Health Services-Gig Harbor,False,12538588688,"3309 45th St., CT., NW",,,Gig Harbor,98335,US,WA,"['3309 45th St., CT., NW', 'Gig Harbor, WA 98335']",47.299953,-122.58348799999999
68,68,KXh4Le9agzP-HfCBv9RSBw,retirement_homes,Solstice Senior Living at Normandy Park,False,12062421455,17623 1st Ave S,,,Normandy Park,98148,US,WA,"['17623 1st Ave S', 'Normandy Park, WA 98148']",47.444720000000004,-122.33516999999999
71,71,Zw9IBqs5PZU9FBl9TgcmAQ,retirement_homes,Heritage House At Mountain View,False,13608295292,28833 State Route 410 E,,,Buckley,98321,US,WA,"['28833 State Route 410 E', 'Buckley, WA 98321']",47.1592903137207,-122.043907165527
72,72,374Qz2km0q6Kmtl0rvfTKw,retirement_homes,Solstice Senior Living at Point Defiance,False,12537598908,6414 N Park Way,,,Tacoma,98407,US,WA,"['6414 N Park Way', 'Tacoma, WA 98407']",47.298874945906896,-122.52377764787501
73,73,1p0X-S43ms-1gS4nQ23IxA,retirement_homes,Radcliffe Place,False,12535255571,13510 SE 272nd St,,,Kent,98042,US,WA,"['13510 SE 272nd St', 'Kent, WA 98042']",47.3594383,-122.16074809999999
75,75,UsTPvkB-Ea4357rSSsraYA,retirement_homes,Harbor Heritage Adult Family Home,False,12535148479,7614 55th Ave Ct NW,,,Gig Harbor,98335,US,WA,"['7614 55th Ave Ct NW', 'Gig Harbor, WA 98335']",47.32698,-122.61273
76,76,krbB0toKrzcCHyD1A2TVog,retirement_homes;nonprofit,Heron's Key,False,12533130700,4340 Borgen Blvd,,,Gig Harbor,98332,US,WA,"['4340 Borgen Blvd', 'Gig Harbor, WA 98332']",47.359804,-122.59591100000002
77,77,-eWI6zoFATzG5kbx_atpFg,retirement_homes,Wesley Des Moines,False,12068245000,815 S 216th St,,,Des Moines,98198,US,WA,"['815 S 216th St', 'Des Moines, WA 98198']",47.407244,-122.32208500000002
78,78,9Evte_ISLn6Iqj_A8cYQuw,retirement_homes,Shag Celebration Senior Living,False,12063314311,1524 S 328th St,,,Federal Way,98003,US,WA,"['1524 S 328th St', 'Federal Way, WA 98003']",47.308289,-122.314875
79,79,Gzu86lMC-jKeZ_aoKglpTg,retirement_homes,My Other Home,False,12532651400,5515 99th Ave NW,,,Gig Harbor,98335,US,WA,"['5515 99th Ave NW', 'Gig Harbor, WA 98335']",47.30786,-122.66961
80,80,qfUGjA1pUE9Eitm7vtDNKg,retirement_homes,Prestige Senior Living Auburn,False,12533330171,945 22nd St NE,,,Auburn,98002,US,WA,"['945 22nd St NE', 'Auburn, WA 98002']",47.327504499999996,-122.2169909
81,81,u9uJ-EbrG0f6yvwyrVUvFA,retirement_homes,Life Manor Independent Living Park Side,False,12533833363,1601 S Union Ave,,,Tacoma,98405,US,WA,"['1601 S Union Ave', 'Tacoma, WA 98405']",47.245284999999996,-122.480476
82,82,30w6DYZiz051hUv7ulhR5A,apartments;retirement_homes,The Reserve at SeaTac,False,12068233244,19707 International Blvd,,,Seattle,98188,US,WA,"['19707 International Blvd', 'Seattle, WA 98188']",47.425159,-122.296931
83,83,8_2ybhLz87y7q21Jcr95cw,retirement_homes,Sunset Garden Apartments,False,12533363758,201 27th Ave SE,,,Puyallup,98374,US,WA,"['201 27th Ave SE', 'Puyallup, WA 98374']",47.1662445068359,-122.290176391602
86,86,_yFROYfrY0YM4BP0kVAo7g,homehealthcare;retirement_homes,Wesley Lea Hill,False,12538766000,32049 109th Pl SE,,,Auburn,98092,US,WA,"['32049 109th Pl SE', 'Auburn, WA 98092']",47.314843609929106,-122.19581477343999
88,88,dZKfqFsuW7UnH3CSQFYsaw,retirement_homes,Arbor Village,False,12538561600,24121 116th Ave SE,,,Kent,98030,US,WA,"['24121 116th Ave SE', 'Kent, WA 98030']",47.3855453,-122.18821820000001
89,89,OkznDSfmiZYyBlVuyylxGw,retirement_homes,Angelwings Adult Family Home,False,12066605224,103 S 197th St,,,Des Moines,98148,US,WA,"['103 S 197th St', 'Des Moines, WA 98148']",47.42543,-122.33503999999999
92,92,N46T9U5dOWT5STFcZAhMQQ,retirement_homes,LARC at Kent,False,12532772713,1001 1st Ave N,,,Kent,98032,US,WA,"['1001 1st Ave N', 'Kent, WA 98032']",47.39249043727239,-122.23395346029301
93,93,N1iNXp683J4kEKz6Qdluww,retirement_homes,Bow Lake 55+ Residential Community,False,12062444755,18050 32nd Ave S,,,Seatac,98188,US,WA,"['18050 32nd Ave S', 'Seatac, WA 98188']",47.4398132,-122.28954350000001
134,134,wLQzkYN7oh_J7iNEUADWFw,retirement_homes,Touchmark On South Hill,False,15092100164,2929 S Waterford Dr,,,Spokane,99202,US,WA,"['2929 S Waterford Dr', 'Spokane, WA 99202']",47.6269300282001,-117.383173406124
135,135,g8hheIYOOYaWzNGROJi73g,retirement_homes,Affinity at South Hill,False,15095982651,3304 E 44th Ave,,,Spokane,99223,US,WA,"['3304 E 44th Ave', 'Spokane, WA 99223']",47.612850189209006,-117.36090087890601
136,136,HWDhXRn7BGTWJhEeJQi05A,retirement_homes,Evergreen Fountains Senior Living Community,False,15099223100,1201 N Evergreen Rd,,,Spokane,99216,US,WA,"['1201 N Evergreen Rd', 'Spokane, WA 99216']",47.6684287,-117.2201304
137,137,UD7msVJUyhSc510Y6Eb4aw,retirement_homes;rehabilitation_center,ManorCare Health Services-Spokane,False,15093268282,6025 N. Assembly,,,Spokane,99205,US,WA,"['6025 N. Assembly', 'Spokane, WA 99205']",47.714040000000004,-117.47691999999999
138,138,lCggipt0uxVXIhrYvz5UGA,retirement_homes;rehabilitation_center,Royal Park Health and Rehabilitation,False,15094892273,7411 N Nevada St,,,Spokane,99208,US,WA,"['7411 N Nevada St', 'Spokane, WA 99208']",47.7248818,-117.3967517
140,140,crxbIjDK9BUZmjD8dCuQJA,retirement_homes,Aspen Quality Care,False,15094649486,9626 N Colfax Rd,,,Spokane,99218,US,WA,"['9626 N Colfax Rd', 'Spokane, WA 99218']",47.7451286,-117.4084625
141,141,d0H12iWfddqNlFQGI35VVg,retirement_homes,Broadway Court Estates,False,15099210249,13505 E Broadway Ave,,,Spokane Valley,99216,US,WA,"['13505 E Broadway Ave', 'Spokane Valley, WA 99216']",47.6644749,-117.223348
142,142,6rM4aYEhoTkeq9zK71qGwg,retirement_homes,Bethany Place,False,15099240580,9111 E Upriver Dr,,,Spokane,99206,US,WA,"['9111 E Upriver Dr', 'Spokane, WA 99206']",47.697624206543,-117.281463623047
143,143,di8n8fWjY6b4iZ8WZdCxig,retirement_homes,Bay Pointe Retirement Community,False,13603739904,966 Oyster Bay Ct,,,Bremerton,98312,US,WA,"['966 Oyster Bay Ct', 'Bremerton, WA 98312']",47.5707176327705,-122.66732700169099
144,144,JglPPRxvPdbNzDefMhFXtA,retirement_homes,Canterbury Manor,False,13603770113,703 Callahan Drive,,,Bremerton,98310,US,WA,"['703 Callahan Drive', 'Bremerton, WA 98310']",47.58497,-122.62929
145,145,8AjPFi178dGimifXQwp1rQ,retirement_homes,Foster Meadows Adult Family Home,False,13606131710,8587 Covina Lp NE,,,Bremerton,98311,US,WA,"['8587 Covina Lp NE', 'Bremerton, WA 98311']",47.6406593322754,-122.644355773926
147,147,rND6vYTVTXz3jTxKAqxjmQ,retirement_homes,Vintage At Silverdale,False,13603089600,3291 NW Mount Vintage Way,,,Silverdale,98383,US,WA,"['3291 NW Mount Vintage Way', 'Silverdale, WA 98383']",47.658,-122.69751000000001
149,149,W6b0HM6T0gvkHmFGVPdwKQ,retirement_homes,Bainbridge Senior Living,False,12068423694,245 Madison Ave,,,Bainbridge Island,98110,US,WA,"['245 Madison Ave', 'Bainbridge Island, WA 98110']",47.6229229334593,-122.52177290618401
153,153,kU8InB_url3mkxesH4G64g,retirement_homes,Quail Run Retirement Community,False,15095292180,1701 Plaza Way,,,Walla Walla,99362,US,WA,"['1701 Plaza Way', 'Walla Walla, WA 99362']",46.04745,-118.34465
154,154,G3JInlmhm927pPP2tp_mQA,retirement_homes,Living Care Retirement Community,False,15099655260,3801 Summitview Ave,,,Yakima,98902,US,WA,"['3801 Summitview Ave', 'Yakima, WA 98902']",46.600902557373,-120.559730529785
156,156,D0-7gTnJxk22e42y77SdNw,retirement_homes,Peach Tree Retirement Center,False,15092481766,2800 W Viola Ave,,,Yakima,98902,US,WA,"['2800 W Viola Ave', 'Yakima, WA 98902']",46.581140000000005,-120.5471
172,172,yusPpVIv0IBsboxcyDf93Q,retirement_homes,GenCare Renton at The Lodge,False,14257938080,1600 Eagle Ridge Dr S,,,Renton,98055,US,WA,"['1600 Eagle Ridge Dr S', 'Renton, WA 98055']",47.466288,-122.20443799999998
177,177,RtAlL6wSqfxc8sWqy1QLgg,retirement_homes,Taylor's Adult Family Home,False,12067302119,639 S 150th St,,,Burien,98148,US,WA,"['639 S 150th St', 'Burien, WA 98148']",47.4681167602539,-122.324607849121
180,180,_I8Q5yKF-e4vEqJIiaOmKw,retirement_homes,Solstice Senior Living at Renton,False,14252263312,1414 Monroe Ave NE,,,Renton,98056,US,WA,"['1414 Monroe Ave NE', 'Renton, WA 98056']",47.50523,-122.17419
193,193,0iogN2Ux2irFHPno-D0TkQ,retirement_homes,Arrowhead Gardens,False,12064624971,9220 2nd Ave SW,,,Seattle,98106,US,WA,"['9220 2nd Ave SW', 'Seattle, WA 98106']",47.5208,-122.33511999999999
196,196,LutNg7_XtdB7UCOzRN98_A,retirement_homes,Daystar Retirement Village,False,12069376122,2615 SW Barton St,,,Seattle,98126,US,WA,"['2615 SW Barton St', 'Seattle, WA 98126']",47.520720000000004,-122.36708
200,200,EX04c-SQCCDjF05wE4QCZA,retirement_homes,Concejo Adult Family Home,False,12067609364,6320 S Fountain St,,,Seattle,98178,US,WA,"['6320 S Fountain St', 'Seattle, WA 98178']",47.503589630127,-122.252296447754
202,202,qY0qEYe3plVEXPI0KqnoNw,hospice;retirement_homes;c_and_mh,Valley Senior Care AFH -Adult Family Home,False,14252287934,12245 155th Ave SE,,,Renton,98059,US,WA,"['12245 155th Ave SE', 'Renton, WA 98059']",47.492649,-122.134872
205,205,0yPN36q9Ag1w7nfAcT1fCg,rehabilitation_center;retirement_homes,ManorCare Health Services-Lynnwood,False,14257759222,"3701 188th St., SW",,,Lynnwood,98037,US,WA,"['3701 188th St., SW', 'Lynnwood, WA 98037']",47.8288,-122.28365
208,208,GSw_L3yR6E4x71f47UrLzw,retirement_homes,Chateau Pacific Retirement,False,14257879693,3333 148th St SW,,,Lynnwood,98037,US,WA,"['3333 148th St SW', 'Lynnwood, WA 98037']",47.865181,-122.27958799999999
209,209,aT7a3pmcm30uLy9cb8PKAA,retirement_homes,GenCare Lynnwood at Scriber Gardens,False,14256737111,6024 200th St SW,,,Lynnwood,98036,US,WA,"['6024 200th St SW', 'Lynnwood, WA 98036']",47.817084,-122.315148
215,215,mX-UQYk7zT8kYY143EWrbw,retirement_homes,For Senior's Sake,False,12063640921,20157 6th Ave NE,,,Shoreline,98155,US,WA,"['20157 6th Ave NE', 'Shoreline, WA 98155']",47.776632899999996,-122.323416
218,218,6AaIN75F5aMTyLQ7eLoLxg,retirement_homes,The Legacy of Bothell,False,14257617739,305 240th St SW,,,Bothell,98021,US,WA,"['305 240th St SW', 'Bothell, WA 98021']",47.78135,-122.23751000000001
219,219,jDncjgKBHREYBnwVfQZA9Q,retirement_homes,Hiljay Homes,False,12065421910,111 NW 203rd St,,,Shoreline,98177,US,WA,"['111 NW 203rd St', 'Shoreline, WA 98177']",47.776340000000005,-122.35904
220,220,oLe7ucXfKiPgI6xTbSyOaQ,retirement_homes,Home Again,False,12066295649,18504 2nd Ave NW,,,Shoreline,98177,US,WA,"['18504 2nd Ave NW', 'Shoreline, WA 98177']",47.763484999999996,-122.359756
222,222,ZSuTVv0UredhPWZeWHYmAA,retirement_homes,Murillo Villa Adult Family Home,False,12066294598,23406 97th Pl W,,,Edmonds,98020,US,WA,"['23406 97th Pl W', 'Edmonds, WA 98020']",47.786714,-122.36379199999999
223,223,UbSp-USmgbR17EgPvBdK2w,retirement_homes,Emeritus at Spring Estates,False,14259532998,7221 NE 182nd St,,,Kenmore,98028,US,WA,"['7221 NE 182nd St', 'Kenmore, WA 98028']",47.760261,-122.24440700000001
224,224,YeS46pyIZ8czvimTOPzGpg,retirement_homes,Brookdale Silver Lake,False,14253376336,2015 Lake Heights Dr,,,Everett,98208,US,WA,"['2015 Lake Heights Dr', 'Everett, WA 98208']",47.89167785644529,-122.203994750977
227,227,tT_UFX0GAGEBJh5I1o0rZA,retirement_homes,Mt Baker Care Center,False,18886357347,2905 Connelly Ave,,,Bellingham,98225,US,WA,"['2905 Connelly Ave', 'Bellingham, WA 98225']",48.713321685790994,-122.47974395751999
228,228,GBue4SNeks4JkFr_VZzHPA,retirement_homes,Long-Term Care Solutions,False,13606472280,103 E Holly St,,,Bellingham,98228,US,WA,"['103 E Holly St', 'Bellingham, WA 98228']",48.74969,-122.47878999999999
229,229,fRJ5ZOwd05RFZBsEtWF49Q,retirement_homes,Solstice Senior Living at Bellingham,False,13606716060,2818 Old Fairhaven Pkwy,,,Bellingham,98225,US,WA,"['2818 Old Fairhaven Pkwy', 'Bellingham, WA 98225']",48.714049415438296,-122.47985057937599
231,231,YeRlD_scnx3sdGg3ikCiEg,retirement_homes,Langley Lions Senior Citizens Housing Society,False,16045307171,5470 203 Street,,,Langley,V3A 5V3,CA,BC,"['5470 203 Street', 'Langley, BC V3A 5V3', 'Canada']",49.101795,-122.6595315
234,234,JRb92ekDS5S8Py4G36kWvA,retirement_homes,Windermere Care Centre,False,16047368676,900 12th Avenue W,,,Vancouver,V5Z 1N3,CA,BC,"['900 12th Avenue W', 'Vancouver, BC V5Z 1N3', 'Canada']",49.260259999999995,-123.12533
235,235,4vq9pPgI2olozpvj-X2VIA,retirement_homes,Terraces On Seventh,False,16047388380,1570 West 7th Avenue,,,Vancouver,V6J 5M1,CA,BC,"['1570 West 7th Avenue', 'Vancouver, BC V6J 5M1', 'Canada']",49.26513,-123.13996999999999
236,236,3szsa6_nG7OwalTAtt7Diw,retirement_homes,Gilmore Gardens,False,16042717222,4088 Blundell Rd,,,Richmond,V7C 5V1,CA,BC,"['4088 Blundell Rd', 'Richmond, BC V7C 5V1', 'Canada']",49.155190000000005,-123.18008
238,238,VmZyh_SPkJYPSD-gTXm5Vw,retirement_homes,Cavell Gardens,False,16046371207,2835 Sophia Street,,,Vancouver,V5T 4V2,CA,BC,"['2835 Sophia Street', 'Vancouver, BC V5T 4V2', 'Canada']",49.259909,-123.098316
239,239,EqIVzhJHPJZmkK6o_MR5pg,retirement_homes,Nicola Lodge,False,16049450058,2240 Hawkins Street,,,Port Coquitlam,V3B 0M2,CA,BC,"['2240 Hawkins Street', 'Port Coquitlam, BC V3B 0M2', 'Canada']",49.2559674,-122.73817530000001
241,241,lYDVYO_PPuU9S-c6kwADng,retirement_homes,Westerleigh PARC Retirement Living,False,16049229888,725 - 22nd Street,,,West Vancouver,V7V 4B9,CA,BC,"['725 - 22nd Street', 'West Vancouver, BC V7V 4B9', 'Canada']",49.3317951,-123.17117490000001
245,245,YGE9Zx2C-B-6JmT3XYmvhw,retirement_homes,Arbutus Ridge,False,12507433282,3600 Ratcliffe Road,,,Cobble Hill,V0R 1L1,CA,BC,"['3600 Ratcliffe Road', 'Cobble Hill, BC V0R 1L1', 'Canada']",48.6910091404986,-123.54694302620199
246,246,GK7QXUtyXXwrTkozNpPIpw,retirement_homes,The Lodge At Broadmead,False,12506580311,4579 Chatterton Way,,,Victoria,V8X 4Y7,CA,BC,"['4579 Chatterton Way', 'Victoria, BC V8X 4Y7', 'Canada']",48.49656029999999,-123.3807889
249,249,2KmNVs_OiGoeiEv3fvcJQg,retirement_homes,Beacon Hill Villa for Seniors,False,12503835447,635 Superior Street,,,Victoria,V8V 1V1,CA,BC,"['635 Superior Street', 'Victoria, BC V8V 1V1', 'Canada']",48.4182642,-123.36735290000001
261,261,G8Mmmyqd6W2qmaDmAbwv4Q,retirement_homes,Providence Marianwood,False,14253912800,3725 Providence Point Dr SE,,,Issaquah,98029,US,WA,"['3725 Providence Point Dr SE', 'Issaquah, WA 98029']",47.5756912231445,-122.03790283203101
262,262,A2P31CRukcec0zS7-w4YLw,retirement_homes,The Garden Club,False,14254904398,13350 SE 26th St,,,Bellevue,98005,US,WA,"['13350 SE 26th St', 'Bellevue, WA 98005']",47.588059,-122.16391499999999
267,267,ESDi1TgZ3gQZgTTJeCqqpA,hospice;retirement_homes,Olgino's Adult Family Home,False,12065199559,24328 47th Ave SE,,,Bothell,98021,US,WA,"['24328 47th Ave SE', 'Bothell, WA 98021']",47.776559999999996,-122.1699
268,268,Z5iM61MXERUy6czmnR9SoQ,retirement_homes,Loving Adult Family Home,False,12063911264,21807 45th Ave SE,,,Bothell,98021,US,WA,"['21807 45th Ave SE', 'Bothell, WA 98021']",47.7994,-122.17228
