,id,alias,name,is_closed,phone,address1,address2,address3,city,zip_code,country,state,latitude,longitude
29,AsfEYhVMfbV5lJ8nE3NGOw,furniture;mattresses;homedecor,Bedrooms & More,FALSE,12066334494,300 NE 45th St,,,Seattle,98105,US,WA,47.66159058,-122.3248749
30,Ipi3DV4ubAxWNHVKxDSu-g,carpeting;carpet_cleaning;rugs,Palace Rug Gallery,FALSE,14254547879,11550 Northup Way,,,Bellevue,98004,US,WA,47.633375,-122.18599
31,hWbpxcjsdXgdU1jDwQbgDA,jewelry;accessories;homedecor,Kendra Scott,FALSE,14252789521,179 Bellevue Sq,,,Bellevue,98004,US,WA,47.614956,-122.20398
32,AxdnRMyThD7HTOOCOkafKg,homedecor;furniture;kitchenandbath,HomeGoods,FALSE,14254529781,402 116th Ave NE,,,Bellevue,98004,US,WA,47.6139529,-122.1856027
33,sCf_7oE1UnLqpu_MHxcgzQ,bookstores;homedecor;spiritual_shop,Deseret Book,FALSE,14257477475,3080 148th Ave SE,Ste 108,,Bellevue,98007,US,WA,47.58184,-122.139361
34,cB_PvjJKHtEg-W9Zi4qxjQ,appliances,Luwa Luxury Products,FALSE,18002056450,13500 Bel-Red Rd,Ste 1,,Bellevue,98005,US,WA,47.6235103,-122.1610096
35,wbirvM0eGgXix-Woo8kv6w,mattresses,Friendly Foam Shop - Bellevue,FALSE,14258611827,12121 Northup Way,Ste 204,,Bellevue,98005,US,WA,47.6303,-122.17876
36,W1wE2ijGNi8Rx_wAPUE6gw,gardening;flowers;christmastrees,City People's Garden Store,FALSE,12063240737,2939 E Madison St,,,Seattle,98112,US,WA,47.62458,-122.29424
37,JJwocgdMAGbPxkc1c7cxgQ,kitchenandbath;gourmet,Williams-Sonoma,FALSE,14254547007,216 Bellevue Sq,,,Bellevue,98004,US,WA,47.616044,-122.203501
38,QDZW2NgJM0s2j_XAy35vcw,mattresses;furniture,Relax The Back,FALSE,14256880248,1048 116th Ave NE,Ste 110,,Bellevue,98004,US,WA,47.620307,-122.1852697
39,79ypfr5tc8gOHh0LFHKRmA,kitchenandbath,Kohler,FALSE,14256542407,1018 116th Ave NE,Ste 170,,Bellevue,98004,US,WA,47.619214,-122.184624
40,f0dHcURZ1f6jOV0U3K9nTg,furniture;appliances,Rich's For The Home - Bellevue,FALSE,14253733299,14404 NE 20th St,,,Bellevue,98007,US,WA,47.6285128,-122.1477416
41,X2nqzzkw6ad4-pEcA7zBsg,mattresses,Mattress Depot Outlet,FALSE,14256436963,15171 NE 24th St,,,Redmond,98052,US,WA,47.631247,-122.1380857
42,O3B13b-FPAum0cWrAxYJZg,hardware,Maple Leaf ACE Hardware,FALSE,12065223324,9000 Roosevelt Way NE,,,Seattle,98115,US,WA,47.69432,-122.31726
43,z6lbHRNoNtMH8FCgN6lFOA,mattresses;furniture,The Sleep Store,FALSE,14254548727,14340 NE 20th St,,,Bellevue,98007,US,WA,47.62825618,-122.1486879
44,9Z_0xjuQXUNwQYDUQAUccg,homedecor;giftshops,Made In Washington,FALSE,14254546907,575 Bellevue Sq,,,Bellevue,98004,US,WA,47.61692,-122.20401
45,FgikeXtItUSB4ZPw9mI63Q,appliances;kitchenandbath,Metropolitan Appliance,FALSE,12066238816,1749 1st Ave S,,,Seattle,98134,US,WA,47.58669,-122.33466
46,vKKvDahAvIKGbEL7z2CqjQ,vintage;homedecor;furniture,Fremont Vintage Mall,FALSE,12063294460,3419 Fremont Ave N,,,Seattle,98103,US,WA,47.65023,-122.35015
47,cR3tBCKzQ8aOgqKlOpX3Lw,candlestores,Yankee Candle Company,FALSE,14254558238,272 Bellevue Square,,,Bellevue,98004,US,WA,47.6151634,-122.2019605
48,NAHKAvB88A6EtwxA47rIGw,furniture;homedecor;interiordesign,Ethan Allen,FALSE,14256413133,1018 116th Ave NE,,,Bellevue,98004,US,WA,47.61909,-122.18493
49,YtaiYGBxqVxGr3F2zqFcHw,mattresses,Mattress Depot USA,FALSE,12063614561,823 NE Northgate Way,,,Seattle,98125,US,WA,47.70821,-122.31931
50,l1UA0HTCXSK7SMaaeeETcw,fabricstores;homedecor;artsupplies,JOANN Fabrics and Crafts,FALSE,14256443100,15600 NE 8th St,Ste H1,,Bellevue,98008,US,WA,47.6187677,-122.1311564
51,g09iFQxaZ0GDIXOXUk3j1Q,cosmetics;candlestores;giftshops,Bath & Body Works,FALSE,14254558398,181 Bellevue Square,,,Bellevue,98004,US,WA,47.615184,-122.2036588
52,u5J5q_RfDO8k0eugfAmcEg,landscaping;christmastrees;fencesgates,MJW Christmas Trees,FALSE,12065796267,12120 NE 85th St S,,,Kirkland,98033,US,WA,47.67952,-122.17903
53,1jFwgNmWyjwYrfpToyxAZw,womenscloth;homedecor,Meadow,FALSE,12066594963,1959 6th Ave W,,,Seattle,98119,US,WA,47.63763,-122.36519
54,qgkXbeuOYEh5zimS1oCg7Q,homedecor;rugs,Shiraz Rug Gallery,FALSE,14254536363,10203 Main St,,,Bellevue,98004,US,WA,47.6100311,-122.2040634
55,F_oTVFk8ElEsTDZ8tWu0wA,buildingsupplies;homedecor,Mallory Paint Store - Bellevue,FALSE,14254547509,12021 Northup Way,Ste 201,,Bellevue,98005,US,WA,47.6308616,-122.1798396
56,vTEEysfvlZw-EcEH2EbW7A,hobbyshops;homeappliancerepair;appliances,Quality Sewing & Vacuum,FALSE,12067829400,1428 NW 56th St,,,Seattle,98107,US,WA,47.66958,-122.37482
57,Q3sAiiC3MDjrH1TrCgH7Og,hardware,Hardwick's,FALSE,12066321203,4214 Roosevelt Way NE,,,Seattle,98105,US,WA,47.65881,-122.31745
58,i3AZtOtaIZaV8b2vbbKUuQ,furniture;vintage;homedecor,Foryu Furnishings,FALSE,14258659886,2299 140th Ave NE,Ste A,,Bellevue,98005,US,WA,47.63042392,-122.1551597
59,Bn9rA4BR-d1jxjpOhzLbrw,homedecor;galleries,Gargoyles Statuary,FALSE,12066324940,4550 University Way NE,,,Seattle,98105,US,WA,47.66273,-122.31275
60,_MIJ5wCyxRfzXCZ91cV11w,interiordesign;furniture,Del-Teet Furniture,FALSE,14254625400,10308 NE 10th St,,,Bellevue,98004,US,WA,47.61949,-122.20266
61,NFmRzo9gFdxyIOAE4BV8lw,interiordesign;furniture,Schoenfeld Interiors,FALSE,14252850570,11555 Northup Way,,,Bellevue,98004,US,WA,47.63282,-122.18628
62,UiYkpbLODJUgl-tQ3VsG7A,gourmet;wineries;homedecor,hedge & vine,FALSE,14254517872,10028 Main St,,,Bellevue,98004,US,WA,47.61025473,-122.2062171
63,JFXoKhE9FR-1zywyv-dczg,flooring;carpeting;kitchenandbath,Great Floors,FALSE,14254558332,12802 Bel Red Rd,,,Bellevue,98005,US,WA,47.621149,-122.1694906
64,WaGVmG5BZTcNGbODUAq7hg,appliances,King and Bunnys Appliances,FALSE,14252770600,4608 Ne Sunset Blvd,,,Renton,98059,US,WA,47.505752,-122.157368
65,v8lhK1Hx-4wshtKb6n24Dg,womenscloth;menscloth;homedecor,Momo,FALSE,12063294736,600 S Jackson St,,,Seattle,98104,US,WA,47.599274,-122.32626
66,dQJCQh6yIYkkqVLNA66q3A,homeandgarden;lighting,Indoor Sun Shoppe,FALSE,12066343727,160 N Canal St,,,Seattle,98103,US,WA,47.65094653,-122.3555464
67,bpi--wjXmuyIbZSnOuT4Cg,gardening,Wells Medina Nursery,FALSE,14254541853,8300 NE 24th St,,,Medina,98039,US,WA,47.63243,-122.22934
68,5QslAhIsPvrIZmyZ4MThTA,furniture;homedecor,west elm,FALSE,14254620154,1 Bellevue Way NE,,,Bellevue,98004,US,WA,47.610444,-122.201728
69,Nz9C9VcCnWfEu2Yob9LaQg,homeandgarden;menscloth;womenscloth,Glasswing,FALSE,12066417646,1525 Melrose Ave,,,Seattle,98122,US,WA,47.6146746,-122.3280371
70,prSrv3DcWHMVlioufFaQeg,rugs,Gazalle Fine Rugs,FALSE,14254517700,1105 Bellevue Way NE,,,Bellevue,98004,US,WA,47.620204,-122.201944
71,MmKfUhTSjiJzfspfhiGQwA,hottubandpool;poolcleaners;contractors,Aqua Quip,FALSE,14254544640,933 118th Ave SE,,,Bellevue,98005,US,WA,47.6011615,-122.1832927
72,XizCNX0ZlZhKO-4WROIAUw,kitchenandbath,Sur La Table,FALSE,14258271311,90 Central Way,,,Kirkland,98033,US,WA,47.67648445,-122.2086829
73,xt4RBJzxxkszrKECUJFa1g,junkremovalandhauling;demolitionservices;hottubandpool,Northwest Labor Industries,FALSE,12063886135,,,,Seattle,98115,US,WA,47.6847496,-122.2809372
74,fhQDqQohke6vSfBzvX1LoA,flowers;homedecor;candlestores,glassybaby Madrona,FALSE,12065189071,3406 E Union St,,,Seattle,98122,US,WA,47.613,-122.2889
75,746ZLBSAr80a0G1Xz-1jqA,furniture;beer_and_wine;homedecor,Cost Plus World Market,FALSE,12064431055,2103 Western Ave,,,Seattle,98121,US,WA,47.6111658,-122.3453329
76,ukA065_WsDazpVDsr8HdGQ,deptstores;furniture;electronics,Target,FALSE,12064943250,1401 2nd Ave,,,Seattle,98101,US,WA,47.608941,-122.339058
77,1sPDw1FRbpc9CHyF1gtgjg,coffee;homedecor;venues,Coffeemind,FALSE,12067172147,1907 10th Ave W,,,Seattle,98119,US,WA,47.63622,-122.37064
78,JVZkcpgRsdNMDwsY4p3NPA,gardening,Urban Earth,FALSE,12066321760,1051 N 35th St,,,Seattle,98103,US,WA,47.64957428,-122.3444977
79,gmkF-aRttPcGQaLDkBqqSg,hardware,Pacific Supply,FALSE,12063221717,1417 12th Ave,,,Seattle,98122,US,WA,47.61360168,-122.3174744
80,kca8uze_WgQrBgJxaGOl-A,homedecor;furniture,Pottery Barn,FALSE,14254510097,212 Bellevue Sq,,,Bellevue,98004,US,WA,47.616268,-122.203617
81,1Fx6S9JolyTFKBFlY4iu5A,interiordesign;furniture,Urban Interiors,FALSE,14256370888,700 Bellevue Way,Ste 200,,Bellevue,98004,US,WA,47.617122,-122.201316
82,wbAm2z-HwUJXCrnLiKGZ7w,paintstores,Sherwin-Williams Paint Store,FALSE,14253730255,14603 NE 20th St,Ste 1,,Bellevue,98007,US,WA,47.62677,-122.145529
83,6u6jdTVT0O4qNx_Cxv0MmQ,carpeting;flooring;rugs,Carpet Liquidators,FALSE,12063320566,4400 4th Ave S,,,Seattle,98134,US,WA,47.5642799,-122.32904
84,CukWKlJvyfb696o2ORaO7Q,hardware,Greenwood  Hardware,FALSE,12067832900,7201 Greenwood Ave N,,,Seattle,98103,US,WA,47.6808876,-122.3556091
85,NGWsRODTT19h_SuEd04fRQ,appliances,Fredericks Appliance Center,FALSE,14258850000,7509 159th Pl NE,,,Redmond,98052,US,WA,47.67237,-122.12782
86,R_aYXnIv2gl76YWKzPBrWg,furniture,Summer House Patio,FALSE,14254551500,1028 116th Ave NE,,,Bellevue,98004,US,WA,47.61937,-122.18421
87,jPCyybJ7vtZloxLkuCtrwA,cosmetics;candlestores;perfume,Bath & Body Works,FALSE,14256415211,4029 Factoria Square Mall SE,,,Bellevue,98006,US,WA,47.574068,-122.17156
88,D7p8cILCLbysd8UP4VDHLw,gardening;hardware,Madison Park Hardware,FALSE,12063225331,1837 42nd Ave E,,,Seattle,98112,US,WA,47.63571167,-122.2788162
89,udJEHUUNFFw1oR54IElLpw,kitchenandbath,Specialty Bottle,FALSE,12063821100,3434 4th Ave S,,,Seattle,98134,US,WA,47.57249,-122.328269
90,ZZ8ta0sjSqN2KpXiislD3A,hardware,Stoneway Hardware & Supply,FALSE,12065456910,4318 Stone Way N,,,Seattle,98103,US,WA,47.65978,-122.34194
91,3uPqh9qt_zb8i9s9LM85DA,lightingstores;lighting,Washington Outdoor Lighting,FALSE,14257654107,2018 156th Ave NE,Ste 259,,Bellevue,98007,US,WA,47.62857,-122.13053
92,5KRQJ6HNPHjv0rMliwSWLw,hardware,Eastside Saw & Sales,FALSE,14254547627,12880 Bel Red Rd,,,Bellevue,98005,US,WA,47.621791,-122.16851
93,G7nkcYP4AwgEFDEK8b5A-w,interiordesign;furniture;homedecor,SCHOENER,FALSE,14254549000,700 Bellevue Way NE,Ste 220,,Bellevue,98004,US,WA,47.61697,-122.20123
94,MJKdPXOOwJE96HrgI9iM7w,mattresses;furniture,Mattress Firm Northgate Clearance,FALSE,12063648150,809 NE Northgate Way,,,Seattle,98125,US,WA,47.7082032,-122.3202484
95,bwWtJBL2koaSLkWr6sh7og,furniture,Used Furniture,FALSE,12062617999,117 Summit Ave E,,,Seattle,98102,US,WA,47.619095,-122.325577
96,0To9E4s4VEzuvqQ2tKtHGg,contractors;interiordesign;kitchenandbath,Remont Construction,FALSE,12538024313,2265 116th Ave NE,Ste 200-2,,Bellevue,98004,US,WA,47.6298831,-122.1873314
97,OWBUNJnpfslPEAhaxR_YXA,petstore;gardening;livestocksupply,Keep It Simple Farm,FALSE,14255580990,12526 Avondale Rd NE,,,Redmond,98052,US,WA,47.711721,-122.086858
98,D_KWyPZLdljeSADFuPesPg,interiordesign;fengshui;homedecor,Space Transform,FALSE,14156567289,,,,Seattle,98116,US,WA,47.56461334,-122.3879471
99,PS_ND-BT0rThLPlfj3OyUw,rugs,Kimberly's Old World Rugs,FALSE,14256478960,8333 Woodbrook Ln,,,Mercer Island,98040,US,WA,47.56841278,-122.2278595
100,sw3DEHYNBPn7yDZIxEJqcQ,furniture;homedecor,Retrofit Home,FALSE,12065684663,1103 E Pike St,,,Seattle,98122,US,WA,47.61388,-122.31783
101,BWZRoMWOBg90Mn-gfDo2Cg,knifesharpening;kitchensupplies,Epicurean Edge,FALSE,14258895980,107 Central Way,,,Kirkland,98033,US,WA,47.67629,-122.20792
102,msb3Zdts7h5JzW2tKVlpCA,mattresses;furniture,Mattress Firm Northgate,FALSE,12063641380,551 NE Northgate Way,Ste A,,Seattle,98125,US,WA,47.70845579,-122.3207235
103,doMBHrPx4ohFQ2hzUkkKag,christmastrees,Johnny's Trees,FALSE,14258690529,7005 180th Ave NE,,,Redmond,98052,US,WA,47.66782,-122.101
104,vavtd3iUP9Dqjjp7MKyYkg,kitchenandbath;cabinetry,International Kitchens,FALSE,14256415363,13500 Bel Red Rd,Ste 7,,Bellevue,98005,US,WA,47.62330128,-122.161381
105,ohMucx22PBqqnQ3wsx9lcQ,deptstores;furniture;electronics,Target,FALSE,12064940897,302 NE Northgate Way,,,Seattle,98125,US,WA,47.70919,-122.325013
106,#NAME?,hardware;buildingsupplies;gardening,McLendon Hardware,FALSE,14252353555,440 Rainier Ave S,,,Renton,98057,US,WA,47.478236,-122.214111
107,gLwP_6-A9vwZF9suAjHl1A,furniture;homedecor;beer_and_wine,Cost Plus World Market,FALSE,14258838863,7214 170th Ave NE,Space A-1,,Redmond,98052,US,WA,47.6687766,-122.1139913
108,dLiEMKTuUqxedFxKqaxUYA,hardware,Five Corners Hardware Co.,FALSE,12062825000,305 W McGraw St,,,Seattle,98119,US,WA,47.6394202,-122.361201
109,8bt0XbaU_Y1JTokKCDYMyw,petstore;christmastrees;landscaping,Urban Feed & Garden,FALSE,12064202047,4878 Beacon Ave S,,,Seattle,98108,US,WA,47.5588399,-122.30376
110,3LCFGM21ud7CxpcDEspPrA,carpeting;rugs,Kelley's Carpets & Rug Solutions,FALSE,12064918870,14531 SE 276th Pl,,,Kent,98042,US,WA,47.61356975,-122.1417046
111,UOv3yJWWNRz2EcRMbNX1Gw,homedecor;giftshops;artclasses,Urban Sprouts,FALSE,12067890710,724 S 3rd St,Ste B,,Renton,98057,US,WA,47.4797895,-122.2069431
112,RPCaH_8ENC81uFdL8bLYVw,furniture;homedecor,Moe's Home Collection,FALSE,14253626126,14121 NE 20th St,,,Bellevue,98007,US,WA,47.62769,-122.151524
113,2VLFwbiOmjU6wirJnWmC3Q,homedecor;jewelry;furniture,Ten Thousand Villages,FALSE,12065249223,6417 Roosevelt Way NE,Ste 101,,Seattle,98115,US,WA,47.67558,-122.31768
114,2S5HcgegSQtAjQoKJvN-RA,hardware,Tacoma Screw Products,FALSE,12066327565,3930 Leary Way NW,,,Seattle,98107,US,WA,47.6550827,-122.3605042
115,qQPtwvmznC1kbyMsf2LBJA,mattresses;furniture,Soaring Heart Natural Beds,FALSE,12062821717,101 Nickerson St,Ste 400,,Seattle,98109,US,WA,47.64842,-122.355413
116,sjOuaUq8S6hkq0uoVvYUAw,homedecor;galleries;jewelry,KOBO,FALSE,12063813000,602-608 S Jackson St,,,Seattle,98104,US,WA,47.59935,-122.32605
117,JRfvQt5LDnhZYGqmX7CknA,cabinetry;kitchenandbath;countertopinstall,ABS Cabinets & Counters,FALSE,14259988163,1940 124th Ave NE,Ste A102,,Bellevue,98005,US,WA,47.6279906,-122.1742792
118,qRRHzcpHu-8HbydH7JqzJw,hottubandpool;poolcleaners;fireplace,Aqua Quip - Redmond,FALSE,14258951997,8005 161st Ave NE,,,Redmond,98052,US,WA,47.67519,-122.12607
119,hT-jMIwvlihpgv78Mnt9Aw,homedecor;kitchenandbath;jewelry,Terra Bella,FALSE,12062752285,3028 78th Ave SE,,,Mercer Island,98040,US,WA,47.5848007,-122.235013
120,MgoWjLJmTXs_2laqa2AG9A,kitchenandbath;homedecor;hardware,Chown Hardware,FALSE,14254547420,12001 NE 12th St,Ste 38,,Bellevue,98005,US,WA,47.62,-122.17897
121,H227y1o_Bmev8RSHMx15zQ,countertopinstall;kitchenandbath,Vanities Etc,FALSE,14254535353,1405 132nd Ave NE,Ste 3,,Bellevue,98005,US,WA,47.62283,-122.16504
122,VgfV2DcjX4eJ8q0lxpLy_w,markets;gardening,Newcastle Fruit & Produce,FALSE,14252278400,13013 Newcastle Way,,,Newcastle,98059,US,WA,47.5378284,-122.167254
123,blA9pQ-PN_xapmcRQvYrWg,furniture;homedecor;kitchenandbath,Crate & Barrel,FALSE,12069379939,2680 NE 49th St,,,Seattle,98105,US,WA,47.6644345,-122.3009524
124,uRlvnUDyw-v0QSVt85IceQ,deptstores;furniture;electronics,Target,FALSE,14255569533,17700 NE 76th St,,,Redmond,98052,US,WA,47.672424,-122.104025
125,6KvLe64OaJBAVM9Jlv0pOA,kitchenandbath,Sur La Table,FALSE,12064482244,84 Pine St,,,Seattle,98101,US,WA,47.6096999,-122.34177
126,xukUevNkEYrI4lh1bYtNkw,candlestores,Elm Candle Bar,FALSE,12065358073,910 E Pike St,,,Seattle,98122,US,WA,47.61424,-122.3201
127,o7BWk5HBPN-Jy2oxkoLJfQ,furniture;mattresses,Mattress Firm Lake Sammamish,FALSE,14253691712,1810 12th Ave NW,Ste B,,Issaquah,98027,US,WA,47.5513196,-122.0560176
128,BBE6NHrBSokWuQ2ZQ51Pmg,gardening,Burien Bark,FALSE,12062426567,13258 1st Ave S,,,Burien,98168,US,WA,47.48337,-122.33355
129,cRIxkBZkkN191P34tWXc9w,jewelry;accessories;homedecor,Fireworks Gallery,FALSE,12065272858,2617 NE University Village St,,,Seattle,98105,US,WA,47.6632658,-122.2996506
130,2IcExPhdR8NFFvbdU3gIPg,buildingsupplies;hardware,Stewart Lumber & Hardware,FALSE,12063245000,1761 Rainier Ave S,,,Seattle,98144,US,WA,47.5873108,-122.3054733
131,i6ggrOeq2Emz6cV7-UtSEg,homedecor;stationery,Butter Home,FALSE,12066232626,1531 Melrose Ave,,,Seattle,98122,US,WA,47.61484,-122.32814
132,jiE8EjPGb6EnrQF8uZdkLw,hardware,Tacoma Screw Products,FALSE,14258222585,11200 120th Ave NE,,,Kirkland,98033,US,WA,47.69992,-122.18077
133,2UzatS-R4DRQ9pFVWqpvPg,furniture,Lovesac,FALSE,14254542150,2028 Bellevue Sq,,,Bellevue,98004,US,WA,47.6172682,-122.2018449
134,Y6J5OzQIJx8q467OWoB2UQ,hardware;homedecor;furniture,City People's Mercantile,FALSE,12065241200,5440 Sand Point Way NE,,,Seattle,98105,US,WA,47.66785,-122.2751
135,scClq9u2aE1OEhzADqat2w,lighting;lightingstores,Lighten Up Seattle,FALSE,12068532324,2823 Thorndyke Ave W,,,Seattle,98199,US,WA,47.645509,-122.382971
136,VwoBxAHxIQ5tfWaBewasag,furniture;homedecor;candlestores,Pier 1,FALSE,14256432042,15600 NE 8th St,Ste F-21,,Bellevue,98008,US,WA,47.61795047,-122.1309802
137,elnx6p5B3WARsoXG_JNM2g,homedecor,Watson Kennedy Fine Home,FALSE,12066528350,1022 1st Ave,,,Seattle,98104,US,WA,47.60534123,-122.336602
138,tLxxrDeIr4SIsT4hxFL6yQ,hobbyshops;kitchenandbath,Zenith Supplies,FALSE,12065257997,6300 Roosevelt Way NE,,,Seattle,98115,US,WA,47.67429352,-122.3170395
139,u9QStHy3jv-clh0bKENdlQ,kitchenandbath;homedecor;furniture,Bed Bath & Beyond,FALSE,14255640304,15600 NE 8th St,,,Bellevue,98008,US,WA,47.618387,-122.129981
140,qmpnM71myelvB57hOcozCQ,paintstores,Miller Paint,FALSE,14252890096,13800 Bel Red Rd,Ste B,,Bellevue,98005,US,WA,47.62404633,-122.156929
141,Ev1gKw_H6cKl3mNkUI-IMQ,mattresses;homedecor;furniture,Sleep Number,FALSE,14254504013,1006 Bellevue Sq,,,Bellevue,98004,US,WA,47.616608,-122.205052
142,xCZGHMcwqMVz1wXiU15nmQ,antiques;homedecor;furniture,Susan Wheeler Home,FALSE,13604025080,5515 Airport Way S,,,Seattle,98108,US,WA,47.55271149,-122.3208237
143,nA_o4SmjoXJf-bfFn3_PZw,appliances;kitchenandbath;lightingstores,"Ferguson Bath, Kitchen & Lighting Gallery",FALSE,14258699007,13020 NE 20th St,,,Bellevue,98005,US,WA,47.6290988,-122.1651986
144,rhJS8OIW5_hBG3aRms15pw,gardening,Ravenna Gardens,FALSE,12067297388,2600 NE University Village St,,,Seattle,98105,US,WA,47.6634777,-122.2994472
145,1MlPP96FUMlOqb4VYEeOBA,buildingsupplies;homedecor,Perkins Glass & Mirror Co,FALSE,12063224949,1420 Broadway,,,Seattle,98122,US,WA,47.61356735,-122.3203506
146,QPpl9yqcbvf19zliTUV2wA,jewelry;homedecor;religiousitems,Pema Kharpo,FALSE,12062972054,8554 Greenwood Ave N,,,Seattle,98103,US,WA,47.6914974,-122.3551532
